"Subject" "Activity" "MeasureType" "Measurement" "Mean"
"24" "WALKING" "Frequency" "BodyGyroJerk" -0.569521061982759
"25" "WALKING" "Frequency" "BodyGyroJerk" -0.763843337905405
"26" "WALKING" "Frequency" "BodyGyroJerk" -0.616195689661017
"27" "WALKING" "Frequency" "BodyGyroJerk" -0.631265291929825
"28" "WALKING" "Frequency" "BodyGyroJerk" -0.59251841712963
"29" "WALKING" "Frequency" "BodyGyroJerk" -0.623584419245283
"30" "WALKING" "Frequency" "BodyGyroJerk" -0.563100898923077
"1" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.336941617894898
"2" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.361937145957447
"3" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.60059401
"4" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.653611693777778
"5" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.470412834787234
"6" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.139219464930521
"7" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.321320686435106
"8" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.194082028372368
"9" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.474165480357143
"10" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.514592501973684
"11" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.691285098478261
"12" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.472503957586957
"13" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.304747382206383
"14" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.305798278881778
"15" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.5794342875
"16" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.611571477340425
"17" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.610374041956522
"18" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.753833423372727
"19" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.0830795385384615
"20" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.296662879251111
"21" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.531235891444444
"22" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.640480978333333
"23" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" 0.0174090431740741
"24" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.476240206
"25" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.690033345172414
"26" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.480849066
"27" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.485304571113636
"28" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.430721479347826
"29" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.6116273040625
"30" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyroJerk" -0.631541378225806
"1" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.664297801792453
"2" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.611309349583333
"3" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.728455607457627
"4" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.767479354711538
"5" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.571914579255319
"6" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.457587026397059
"7" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.688709124901961
"8" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.519501934390244
"9" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.760970520102041
"10" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.635936780212766
"11" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.809207416296296
"12" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.723731678269231
"13" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.684175022
"14" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.511107344398148
"15" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.762263420625
"16" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.806573979705882
"17" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.696582253020833
"18" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.843552076551724
"19" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.532736787625
"20" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.476607495098039
"21" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.664948079574468
"22" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.688933268928571
"23" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.575687555784314
"24" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.649995810338983
"25" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.831732459076923
"26" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.671713478636364
"27" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.735447058333333
"28" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.683679288431373
"29" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.726959369591837
"30" "WALKING_UPSTAIRS" "Frequency" "BodyGyroJerk" -0.782661938461538
"1" "LAYING" "Time" "BodyGyroJerk" -0.62080578674775
"2" "LAYING" "Time" "BodyGyroJerk" -0.645041978951042
"3" "LAYING" "Time" "BodyGyroJerk" -0.641004761578629
"4" "LAYING" "Time" "BodyGyroJerk" -0.641006182421296
"5" "LAYING" "Time" "BodyGyroJerk" -0.642555239751202
"6" "LAYING" "Time" "BodyGyroJerk" -0.624009678414386
"7" "LAYING" "Time" "BodyGyroJerk" -0.637803871316106
"8" "LAYING" "Time" "BodyGyroJerk" -0.636751234900694
"9" "LAYING" "Time" "BodyGyroJerk" -0.6237812250585
"10" "LAYING" "Time" "BodyGyroJerk" -0.630649654931897
"11" "LAYING" "Time" "BodyGyroJerk" -0.64305871814693
"12" "LAYING" "Time" "BodyGyroJerk" -0.630516368906042
"13" "LAYING" "Time" "BodyGyroJerk" -0.639888453228427
"14" "LAYING" "Time" "BodyGyroJerk" -0.632123987244581
"15" "LAYING" "Time" "BodyGyroJerk" -0.637211581528819
"16" "LAYING" "Time" "BodyGyroJerk" -0.642882661644821
"17" "LAYING" "Time" "BodyGyroJerk" -0.639808599669014
"18" "LAYING" "Time" "BodyGyroJerk" -0.645352675011538
"19" "LAYING" "Time" "BodyGyroJerk" -0.638240674889352
"20" "LAYING" "Time" "BodyGyroJerk" -0.640575676318015
"21" "LAYING" "Time" "BodyGyroJerk" -0.63934166246125
"22" "LAYING" "Time" "BodyGyroJerk" -0.636902090697361
"23" "LAYING" "Time" "BodyGyroJerk" -0.64083824618941
"24" "LAYING" "Time" "BodyGyroJerk" -0.639404560348958
"25" "LAYING" "Time" "BodyGyroJerk" -0.630661451095291
"26" "LAYING" "Time" "BodyGyroJerk" -0.646099240205592
"27" "LAYING" "Time" "BodyGyroJerk" -0.646163971501149
"28" "LAYING" "Time" "BodyGyroJerk" -0.633022252265313
"29" "LAYING" "Time" "BodyGyroJerk" -0.648706411682971
"30" "LAYING" "Time" "BodyGyroJerk" -0.638312993599464
"1" "SITTING" "Time" "BodyGyroJerk" -0.641258044619681
"2" "SITTING" "Time" "BodyGyroJerk" -0.640699439725272
"3" "SITTING" "Time" "BodyGyroJerk" -0.634801260873005
"4" "SITTING" "Time" "BodyGyroJerk" -0.6334046727754
"5" "SITTING" "Time" "BodyGyroJerk" -0.629225858975
"6" "SITTING" "Time" "BodyGyroJerk" -0.618872681942091
"7" "SITTING" "Time" "BodyGyroJerk" -0.634143077761458
"8" "SITTING" "Time" "BodyGyroJerk" -0.640387756826087
"9" "SITTING" "Time" "BodyGyroJerk" -0.62968745448325
"10" "SITTING" "Time" "BodyGyroJerk" -0.64297412468787
"11" "SITTING" "Time" "BodyGyroJerk" -0.64006390979434
"12" "SITTING" "Time" "BodyGyroJerk" -0.634610386385294
"13" "SITTING" "Time" "BodyGyroJerk" -0.642574210640051
"14" "SITTING" "Time" "BodyGyroJerk" -0.640365955956713
"15" "SITTING" "Time" "BodyGyroJerk" -0.642554389382606
"16" "SITTING" "Time" "BodyGyroJerk" -0.643608720061232
"17" "SITTING" "Time" "BodyGyroJerk" -0.645164008435586
"18" "SITTING" "Time" "BodyGyroJerk" -0.64480486927807
"19" "SITTING" "Time" "BodyGyroJerk" -0.642388285053082
"20" "SITTING" "Time" "BodyGyroJerk" -0.634779754910417
"21" "SITTING" "Time" "BodyGyroJerk" -0.642582979448932
"22" "SITTING" "Time" "BodyGyroJerk" -0.637522559138105
"23" "SITTING" "Time" "BodyGyroJerk" -0.638805233589338
"24" "SITTING" "Time" "BodyGyroJerk" -0.64256197388511
"25" "SITTING" "Time" "BodyGyroJerk" -0.642993463393077
"26" "SITTING" "Time" "BodyGyroJerk" -0.644313293276888
"27" "SITTING" "Time" "BodyGyroJerk" -0.643621763205357
"28" "SITTING" "Time" "BodyGyroJerk" -0.635952765089757
"29" "SITTING" "Time" "BodyGyroJerk" -0.644267381824583
"30" "SITTING" "Time" "BodyGyroJerk" -0.643048282885161
"1" "STANDING" "Time" "BodyGyroJerk" -0.645314258515566
"2" "STANDING" "Time" "BodyGyroJerk" -0.637499471124769
"3" "STANDING" "Time" "BodyGyroJerk" -0.622008571040574
"4" "STANDING" "Time" "BodyGyroJerk" -0.626729611869777
"5" "STANDING" "Time" "BodyGyroJerk" -0.616074711570312
"6" "STANDING" "Time" "BodyGyroJerk" -0.623045621813158
"7" "STANDING" "Time" "BodyGyroJerk" -0.632055710977594
"8" "STANDING" "Time" "BodyGyroJerk" -0.640064829832407
"9" "STANDING" "Time" "BodyGyroJerk" -0.628046471906111
"10" "STANDING" "Time" "BodyGyroJerk" -0.629030006960795
"11" "STANDING" "Time" "BodyGyroJerk" -0.643815556103723
"12" "STANDING" "Time" "BodyGyroJerk" -0.62729877025041
"13" "STANDING" "Time" "BodyGyroJerk" -0.637224182259868
"14" "STANDING" "Time" "BodyGyroJerk" -0.631708624676646
"15" "STANDING" "Time" "BodyGyroJerk" -0.638030335256604
"16" "STANDING" "Time" "BodyGyroJerk" -0.644135922055128
"17" "STANDING" "Time" "BodyGyroJerk" -0.644712934065705
"18" "STANDING" "Time" "BodyGyroJerk" -0.641150095565069
"19" "STANDING" "Time" "BodyGyroJerk" -0.638657995696969
"20" "STANDING" "Time" "BodyGyroJerk" -0.611161506496233
"21" "STANDING" "Time" "BodyGyroJerk" -0.634321433241699
"22" "STANDING" "Time" "BodyGyroJerk" -0.631247319769246
"23" "STANDING" "Time" "BodyGyroJerk" -0.634171188620404
"24" "STANDING" "Time" "BodyGyroJerk" -0.637198365382609
"25" "STANDING" "Time" "BodyGyroJerk" -0.639024749464358
"26" "STANDING" "Time" "BodyGyroJerk" -0.640192738921115
"27" "STANDING" "Time" "BodyGyroJerk" -0.641584288116875
"28" "STANDING" "Time" "BodyGyroJerk" -0.621467445987769
"29" "STANDING" "Time" "BodyGyroJerk" -0.643373006282692
"30" "STANDING" "Time" "BodyGyroJerk" -0.627951675932627
"1" "WALKING" "Time" "BodyGyroJerk" -0.214518214852368
"2" "WALKING" "Time" "BodyGyroJerk" -0.344012531264407
"3" "WALKING" "Time" "BodyGyroJerk" -0.359946340133254
"4" "WALKING" "Time" "BodyGyroJerk" -0.445181404041458
"5" "WALKING" "Time" "BodyGyroJerk" -0.275324881358259
"6" "WALKING" "Time" "BodyGyroJerk" -0.203719270248684
"7" "WALKING" "Time" "BodyGyroJerk" -0.182183960887184
"8" "WALKING" "Time" "BodyGyroJerk" -0.265539358220052
"9" "WALKING" "Time" "BodyGyroJerk" -0.353009614228077
"10" "WALKING" "Time" "BodyGyroJerk" -0.297746806429009
"11" "WALKING" "Time" "BodyGyroJerk" -0.424074954611653
"12" "WALKING" "Time" "BodyGyroJerk" -0.334743713290575
"13" "WALKING" "Time" "BodyGyroJerk" -0.216784936176096
"14" "WALKING" "Time" "BodyGyroJerk" -0.365639907690735
"15" "WALKING" "Time" "BodyGyroJerk" -0.36795319614162
"16" "WALKING" "Time" "BodyGyroJerk" -0.445168278414706
"17" "WALKING" "Time" "BodyGyroJerk" -0.346507943023361
"18" "WALKING" "Time" "BodyGyroJerk" -0.436210101522946
"19" "WALKING" "Time" "BodyGyroJerk" -0.129426883114423
"20" "WALKING" "Time" "BodyGyroJerk" -0.140865930827451
"21" "WALKING" "Time" "BodyGyroJerk" -0.286818999941827
"22" "WALKING" "Time" "BodyGyroJerk" -0.287508217596467
"23" "WALKING" "Time" "BodyGyroJerk" -0.0475700104083051
"24" "WALKING" "Time" "BodyGyroJerk" -0.351704995039655
"25" "WALKING" "Time" "BodyGyroJerk" -0.449526599852618
"26" "WALKING" "Time" "BodyGyroJerk" -0.350017323164831
"27" "WALKING" "Time" "BodyGyroJerk" -0.369544214926967
"28" "WALKING" "Time" "BodyGyroJerk" -0.351167856683102
"29" "WALKING" "Time" "BodyGyroJerk" -0.350070509778042
"30" "WALKING" "Time" "BodyGyroJerk" -0.330863698546
"1" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.21769796587074
"2" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.232117252056649
"3" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.324046121527041
"4" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.368101471900278
"5" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.253594830681782
"6" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.0368506614808854
"7" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.263290618030319
"8" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.123354331201053
"9" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.315319408908036
"10" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.274636261394408
"11" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.385999566815761
"12" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.27616363738288
"13" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.234112099721543
"14" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.190509561055833
"15" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.328788744705357
"16" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.394542066245106
"17" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.372319329309185
"18" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.459053834006591
"19" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" 0.0246359106561859
"20" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.161127423170278
"21" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.325932180545556
"22" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.314370860664792
"23" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.0891745791275463
"24" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.309321373884091
"25" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.427257637088491
"26" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.268310842018075
"27" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.293100936744034
"28" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.229197866035734
"29" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.341848653127474
"30" "WALKING_DOWNSTAIRS" "Time" "BodyGyroJerk" -0.376634811192339
"1" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.408918123205354
"2" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.364732092340625
"3" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.429841774831144
"4" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.451955944216106
"5" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.312900833360239
"6" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.224462551791152
"7" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.439372020503922
"8" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.298940794936281
"9" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.446251477905714
"10" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.360856261238697
"11" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.498511271826273
"12" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.431300876950962
"13" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.417482179583864
"14" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.303301753604861
"15" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.452104903728125
"16" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.492503546371961
"17" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.427435719114479
"18" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.517210870111035
"19" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.272111770979687
"20" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.270694651944828
"21" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.391539272885505
"22" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.38930445979497
"23" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.362006011872304
"24" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.432677481410636
"25" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.511310417538269
"26" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.412887337722455
"27" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.464492859619387
"28" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.410489813763971
"29" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.418423550868878
"30" "WALKING_UPSTAIRS" "Time" "BodyGyroJerk" -0.475424730199423
"1" "LAYING" "Time" "GravityAcc" -0.423938079595
"2" "LAYING" "Time" "GravityAcc" -0.499018605260417
"3" "LAYING" "Time" "GravityAcc" -0.472694400302419
"4" "LAYING" "Time" "GravityAcc" -0.489626409715278
"5" "LAYING" "Time" "GravityAcc" -0.512382782980769
"6" "LAYING" "Time" "GravityAcc" -0.491936557199123
"7" "LAYING" "Time" "GravityAcc" -0.484617186223558
"8" "LAYING" "Time" "GravityAcc" -0.470429314763889
"9" "LAYING" "Time" "GravityAcc" -0.55631868352
"10" "LAYING" "Time" "GravityAcc" -0.675606407157328
"11" "LAYING" "Time" "GravityAcc" -0.498403837263158
"12" "LAYING" "Time" "GravityAcc" -0.506927019029167
"13" "LAYING" "Time" "GravityAcc" -0.462968129114919
"14" "LAYING" "Time" "GravityAcc" -0.412288852605392
"15" "LAYING" "Time" "GravityAcc" -0.513322606725694
"16" "LAYING" "Time" "GravityAcc" -0.518786492816071
"17" "LAYING" "Time" "GravityAcc" -0.449832173644366
"18" "LAYING" "Time" "GravityAcc" -0.479504666442308
"19" "LAYING" "Time" "GravityAcc" -0.516374845993976
"20" "LAYING" "Time" "GravityAcc" -0.48892737115625
"21" "LAYING" "Time" "GravityAcc" -0.445367877936111
"22" "LAYING" "Time" "GravityAcc" -0.46231896643941
"23" "LAYING" "Time" "GravityAcc" -0.482837880086806
"24" "LAYING" "Time" "GravityAcc" -0.476417124027778
"25" "LAYING" "Time" "GravityAcc" -0.325889601587329
"26" "LAYING" "Time" "GravityAcc" -0.507669215411184
"27" "LAYING" "Time" "GravityAcc" -0.504014559493243
"28" "LAYING" "Time" "GravityAcc" -0.64533416353125
"29" "LAYING" "Time" "GravityAcc" -0.483729163315217
"30" "LAYING" "Time" "GravityAcc" -0.476548046357143
"1" "SITTING" "Time" "GravityAcc" -0.420083138867021
"2" "SITTING" "Time" "GravityAcc" -0.472319494711804
"3" "SITTING" "Time" "GravityAcc" -0.419655736036562
"4" "SITTING" "Time" "GravityAcc" -0.440517286330388
"5" "SITTING" "Time" "GravityAcc" -0.441852880710511
"6" "SITTING" "Time" "GravityAcc" -0.464357827038818
"7" "SITTING" "Time" "GravityAcc" -0.441413880539583
"8" "SITTING" "Time" "GravityAcc" -0.42316684242663
"9" "SITTING" "Time" "GravityAcc" -0.448067856696225
"10" "SITTING" "Time" "GravityAcc" -0.477872834525463
"11" "SITTING" "Time" "GravityAcc" -0.442733039266038
"12" "SITTING" "Time" "GravityAcc" -0.463363003320588
"13" "SITTING" "Time" "GravityAcc" -0.457026798221939
"14" "SITTING" "Time" "GravityAcc" -0.49084053305625
"15" "SITTING" "Time" "GravityAcc" -0.458971808655805
"16" "SITTING" "Time" "GravityAcc" -0.481473573063044
"17" "SITTING" "Time" "GravityAcc" -0.50563433896582
"18" "SITTING" "Time" "GravityAcc" -0.465013563541667
"19" "SITTING" "Time" "GravityAcc" -0.42283848364726
"20" "SITTING" "Time" "GravityAcc" -0.453712175882386
"21" "SITTING" "Time" "GravityAcc" -0.497459009927941
"22" "SITTING" "Time" "GravityAcc" -0.419659735839113
"23" "SITTING" "Time" "GravityAcc" -0.45214754049136
"24" "SITTING" "Time" "GravityAcc" -0.455758306576471
"25" "SITTING" "Time" "GravityAcc" -0.45138169434225
"26" "SITTING" "Time" "GravityAcc" -0.42814805831891
"27" "SITTING" "Time" "GravityAcc" -0.444055789716071
"28" "SITTING" "Time" "GravityAcc" -0.48630272448125
"29" "SITTING" "Time" "GravityAcc" -0.4422679437
"30" "SITTING" "Time" "GravityAcc" -0.438740265075117
"1" "STANDING" "Time" "GravityAcc" -0.529259424049292
"2" "STANDING" "Time" "GravityAcc" -0.521743054106481
"3" "STANDING" "Time" "GravityAcc" -0.506265336860861
"4" "STANDING" "Time" "GravityAcc" -0.442523827508929
"5" "STANDING" "Time" "GravityAcc" -0.443304017304464
"6" "STANDING" "Time" "GravityAcc" -0.506544130176535
"7" "STANDING" "Time" "GravityAcc" -0.497511508316038
"8" "STANDING" "Time" "GravityAcc" -0.498320993061019
"9" "STANDING" "Time" "GravityAcc" -0.476888429737028
"10" "STANDING" "Time" "GravityAcc" -0.483744536159375
"11" "STANDING" "Time" "GravityAcc" -0.502448678909574
"12" "STANDING" "Time" "GravityAcc" -0.509138701865902
"13" "STANDING" "Time" "GravityAcc" -0.529194776600877
"14" "STANDING" "Time" "GravityAcc" -0.5560355135
"15" "STANDING" "Time" "GravityAcc" -0.494665617688679
"16" "STANDING" "Time" "GravityAcc" -0.516969337416667
"17" "STANDING" "Time" "GravityAcc" -0.554905365347756
"18" "STANDING" "Time" "GravityAcc" -0.525219142633562
"19" "STANDING" "Time" "GravityAcc" -0.499370434087329
"20" "STANDING" "Time" "GravityAcc" -0.50484217210964
"21" "STANDING" "Time" "GravityAcc" -0.563437523764045
"22" "STANDING" "Time" "GravityAcc" -0.507180524663492
"23" "STANDING" "Time" "GravityAcc" -0.530835788439449
"24" "STANDING" "Time" "GravityAcc" -0.504539690089493
"25" "STANDING" "Time" "GravityAcc" -0.488832873175676
"26" "STANDING" "Time" "GravityAcc" -0.492692867763514
"27" "STANDING" "Time" "GravityAcc" -0.513708011845103
"28" "STANDING" "Time" "GravityAcc" -0.510687175510918
"29" "STANDING" "Time" "GravityAcc" -0.498152208957769
"30" "STANDING" "Time" "GravityAcc" -0.482294216245763
"1" "WALKING" "Time" "GravityAcc" -0.333417167010395
"2" "WALKING" "Time" "GravityAcc" -0.372337170148305
"3" "WALKING" "Time" "GravityAcc" -0.367365722075431
"4" "WALKING" "Time" "GravityAcc" -0.343572215279167
"5" "WALKING" "Time" "GravityAcc" -0.320796394645536
"6" "WALKING" "Time" "GravityAcc" -0.319530860732456
"7" "WALKING" "Time" "GravityAcc" -0.323144550597586
"8" "WALKING" "Time" "GravityAcc" -0.313335749880409
"9" "WALKING" "Time" "GravityAcc" -0.322584303407514
"10" "WALKING" "Time" "GravityAcc" -0.28527798021533
"11" "WALKING" "Time" "GravityAcc" -0.351972230358051
"12" "WALKING" "Time" "GravityAcc" -0.3072975203935
"13" "WALKING" "Time" "GravityAcc" -0.351796898861842
"14" "WALKING" "Time" "GravityAcc" -0.409354527404661
"15" "WALKING" "Time" "GravityAcc" -0.328070468409722
"16" "WALKING" "Time" "GravityAcc" -0.375801521105392
"17" "WALKING" "Time" "GravityAcc" -0.370196265106557
"18" "WALKING" "Time" "GravityAcc" -0.383805514060268
"19" "WALKING" "Time" "GravityAcc" -0.283779298452091
"20" "WALKING" "Time" "GravityAcc" -0.310414765300186
"21" "WALKING" "Time" "GravityAcc" -0.382654173298077
"22" "WALKING" "Time" "GravityAcc" -0.284743879011739
"23" "WALKING" "Time" "GravityAcc" -0.321043046099958
"24" "WALKING" "Time" "GravityAcc" -0.373238379256466
"25" "WALKING" "Time" "GravityAcc" -0.357736976802365
"26" "WALKING" "Time" "GravityAcc" -0.328138842959746
"27" "WALKING" "Time" "GravityAcc" -0.365676371746491
"28" "WALKING" "Time" "GravityAcc" -0.359419821463426
"29" "WALKING" "Time" "GravityAcc" -0.290886088308255
"30" "WALKING" "Time" "GravityAcc" -0.33066034135175
"1" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.266662675283878
"2" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.25177111428617
"3" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.286521314918597
"4" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.240229362926667
"5" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.181989568874848
"6" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.175448835724635
"7" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.24575889346258
"8" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.236500626199079
"9" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.191646431715446
"10" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.181681475209868
"11" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.219478087879076
"12" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.25094653506413
"13" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.273123151990239
"14" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.243245068591667
"15" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.16064064527628
"16" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.234955707208484
"17" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.242570546330543
"18" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.335173797934091
"19" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.139764686223622
"20" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.220024132380556
"21" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.244797243743889
